frame,gt,mp,corr
0,157.40267139632317,,
1,157.40267139632317,,
2,154.33405178044652,,
3,151.5664882659994,,
4,147.2983394133881,,
5,144.51173083810485,,
6,143.1853999140647,,
7,143.12376209432276,,
8,144.13058921909828,,
9,146.00484371902297,,
10,148.54842838866847,,
11,151.37588492551765,,
12,153.8706996015528,,
13,155.8854309830911,,
14,159.022750440534,,
15,162.4673936760853,,
16,165.15935464815408,,
17,166.7458965837302,,
18,167.5595674735781,,
19,167.59413018810685,,
20,167.13539181879977,,
21,166.62435002492762,,
22,166.27824879667588,,
23,166.31441468123032,,
24,166.87175866036026,,
25,167.61250880028072,,
26,168.0449525337529,,
27,167.68201087425078,,
28,166.40957456365751,,
29,164.56767091352827,,
30,162.35595039445298,,
31,159.9818894474475,,
32,157.4027087371873,,
33,154.33394261981633,,
34,151.56648826599934,,
35,147.29847858092677,,
36,144.51157175094372,,
37,143.18525025748337,,
38,143.12399580344254,,
39,144.1300782119501,,
40,146.00475376199398,,
41,148.548426014149,,
42,151.37586592638286,,
43,153.87051325034201,,
44,155.88514642841835,,
45,159.02268204664918,,
46,162.46752165023014,,
47,165.1590919669375,,
48,166.7456812808055,,
49,167.5593381273021,,
50,167.59373648887245,,
51,167.1351894642958,,
52,166.62438563213104,,
53,166.27823035530204,,
54,166.31455830337626,,
55,166.87197577161666,,
56,167.61287950911307,,
57,168.04462628210968,,
58,167.68182620908047,,
59,166.40945321363546,,
60,164.56807568137003,,
61,162.35615039665979,,
62,159.98172317220545,,
63,157.4026413446918,,
64,154.33438013723816,,
65,151.5665688279112,,
66,147.29856332004368,145.6660657534318,125.03602523468604
67,144.51202901797348,156.78748514330906,136.15744462456328
68,143.18508134900958,,
69,143.12409123190938,157.2384079287403,136.60836740999451
70,144.13024242276856,151.7611569169668,131.13111639822102
71,146.00482267105832,154.73236911581535,134.10232859706957
72,148.54826445186126,163.50556234881944,142.87552183007367
73,151.37563137112818,167.1806819232,146.55064140445424
74,153.87041919721185,160.38018545873226,139.75014493998648
75,155.88510811768057,159.30002653496902,138.66998601622325
76,159.0222944662862,,
77,162.4674019985908,148.08935642405714,127.45931590531137
78,165.15921146801003,146.06818178247377,125.438141263728
79,166.74567843406965,161.34637445338373,140.71633393463796
80,167.55952544837655,141.71160835735287,121.0815678386071
81,167.5940772738405,139.70170836265322,119.07166784390745
82,167.13543166922514,142.51915816083786,121.88911764209209
83,166.62428547754897,143.57834718515858,122.9483066664128
84,166.2781310116995,134.63520444833628,114.00516392959051
85,166.31470249681863,127.85592801416306,107.22588749541728
86,166.87205224745065,122.04604795217742,101.41600743343164
87,167.61287950911313,126.88541719486221,106.25537667611644
88,168.0446629322646,135.6183627756019,114.98832225685612
89,167.68190282098445,138.9878319362837,118.35779141753792
90,166.40966561716016,145.4559907256679,124.82595020692213
91,164.5682690548209,150.8281942018696,130.19815368312382
92,162.3563154327564,151.18071028103148,130.5506697622857
93,159.9819596019376,159.00471652378775,138.37467600504198
94,157.40294278627815,160.74742566066539,140.1173851419196
95,154.33463545074795,162.51246577211518,141.8824252533694
96,151.56612275691026,162.76751883572575,142.13747831697998
97,147.29865921965964,158.75228214233533,138.12224162358956
98,144.51191975972,157.98850047233918,137.3584599535934
99,143.18517034091767,159.2533342057734,138.62329368702763
100,143.1239908106967,156.64185670671122,136.01181618796545
101,144.13023998557256,160.8017963414175,140.1717558226717
102,146.00512195014454,162.4096549042477,141.77961438550193
103,148.54840025744215,158.46406656971243,137.83402605096666
104,151.37584927962192,160.8809850076875,140.25094448894174
105,153.87052502361473,,
106,,,
107,,,
108,,,
109,,,
110,,,
111,,,
112,,,
113,,,
114,,,
115,,,
116,,,
117,,,
118,,,
119,,,
120,,,
